codigo_ies,sigla_ies,igc_continuo,igc_faixa
1677,FAESPI,2.5778234257,3
1678,FACIBRA,2.535650135,3
1679,FACSUL,2.3221608489,3
1680,,2.083323809,3
1682,FSMA,2.3189397232,3
1683,,2.9345057763,3
1686,,1.5328256,2
1689,FIESI,2.045326818,3
1690,FSV,2.0996172636,3
1692,ESPF,2.7096064713,3
1693,FAITA,2.1475888812,3
1694,ESUCRI,2.2311721906,3
1696,FACEC,2.0006040977,3
1697,UNIFACOL,2.5548020641,3
1699,UNICENTRO,2.8555516529,3
1700,FSLMG,3.3047014992,4
1701,FAMA,2.6512492363,3
1702,ESTÁCIO AMAZÔNIA,2.5771288331,3
1703,IESRIVER,2.6414410072,3
1708,IPESU,1.9802959043,3
1709,UNIT PE,3.0116993252,4
1710,,2.160218627,3
1711,FAPEPE,2.1578268326,3
1712,FACET,2.5977407943,3
1713,FATEF,2.3916752764,3
1714,ESIC,1.8721447258,2
1716,UNIAMÉRICA,3.0224632355,4
1717,Facimp Wyden,2.3890314966,3
1718,FAN,3.5008694012,4
1720,FAMIG,1.7860761771,2
1721,FDV,2.9163094529,3
1722,FIP,2.4018579621,3
1723,,3.3197701891,4
1724,FAG,2.100829249,3
1725,FAQ,2.6046985898,3
1726,SECAL,2.6196938319,3
1727,FAC DE CARIACICA,1.989943322,3
1728,UNIRON,2.462717381,3
1731,,2.4126514889,3
1732,FGP,2.4245361422,3
1733,ISEPE  RONDON,2.7524127872,3
1734,Facid Wyden,2.8978112164,3
1735,UNILEÃO,3.3296269327,4
1736,UNILASALLE/RJ,2.87258061,3
1738,FSL,3.0273733496,4
1742,CSET DRUMMOND,2.715556582,3
1743,FATEC OSWALDO CRUZ,3.5806975764,4
1749,FALUB,2.2507232396,3
1752,FADISP,3.3301932454,4
1753,FACENE,3.0466548092,4
1756,FAB,1.06065822,2
1758,FAINOR,2.2190375141,3
1759,FACULDADE BAGOZZI,2.4939874891,3
1762,,2.3084798502,3
1765,FJB,3.544294311,4
1766,UNICAPE,3.5920209593,4
1767,,2.3146069567,3
1772,UniFanor Wyden,2.644348059,3
1773,,2.6793124196,3
1774,,2.4148190986,3
1775,UniFavip Wyden,2.8538264508,3
1776,,2.1440125877,3
1777,UNIVINCI,2.9324378486,3
1779,AIEC / FAAB,2.0639093605,3
1780,FAHOR,2.5210637412,3
1781,INTESP,1.706755112,2
1783,FACISA - CELER,2.0142619829,3
1785,FACIDER,2.557914433,3
1786,IMES,2.4640741275,3
1788,FAAL,2.0067360317,3
1789,ICES,2.2847769138,3
1790,FASB,1.9587974923,3
1797,,2.5077527028,3
1798,FACED,1.504620233,2
1800,CESREAL,2.0597787367,3
1801,DOM BOSCO UBIRATÃ,1.918088712,2
1804,FAMA,2.3154253695,3
1805,UNIFG,2.6457729572,3
1806,FAFE,2.1778947674,3
1807,IFCE,2.8450153054,3
1808,IFES,3.0426803368,4
1809,IFPE,2.6618051332,3
1810,IFSP,3.0891834157,4
1811,IFG,2.8901193893,3
1812,IFAM,2.8376790127,3
1813,IFPA,2.8630392748,3
1815,FIBRA,2.4187745976,3
1816,IESB,2.2532111389,3
1817,ESTÁCIO CURITIBA,2.6062840253,3
1818,FPAS,2.5500074051,3
1819,,3.1208527886,4
1820,IFPI,2.4967163273,3
1821,FAC-LIONS,2.2301684303,3
1822,FASAM,2.7208439505,3
1823,IESAP,2.0502447439,3
1825,FEAD,2.7472011486,3
1827,FLT,3.238885356,4
1828,ESCOLA DA CIDADE,2.4698412409,3
1830,,2.382010328,3
1831,FAIB,2.1118530812,3
1834,FAAG,2.7468872507,3
1835,,1.7703455838,2
1836,UNIFEOB,3.0655540472,4
1838,FRB,2.6826128525,3
1840,FCB,2.6199255403,3
1841,TOLEDO PRUDENTE,3.2844838767,4
1842,FEMA,2.6074913153,3
1843,FACAMP,2.0591846969,3
1844,FISMA,2.04134364,3
1846,UNILINS,2.5477179864,3
1847,,2.8156223624,3
1850,SMG,2.978236104,4
1851,EBAPE,4.4199728714,5
1852,SABERES,2.6843237018,3
1853,,1.598282528,2
1854,,2.5453634851,3
1856,FACNOPAR,2.3074222327,3
1857,DEHONIANA,2.7125574359,3
1858,FAJ,2.629191438,3
1860,FAJANSSEN,2.3703063355,3
1862,FARESE,2.5882102419,3
1863,INTERVALE,1.28210826,2
1864,FABE,3.2092934608,4
1865,FALP,,SC
1866,FACEN,2.021085988,3
1867,FACIG,2.0973649308,3
1869,FEPI,3.2976541468,4
1870,FIRA,1.8196704575,2
1872,FARESC,2.5572655533,3
1873,FAMERC,2.756569245,3
1874,FATEC,2.6760566177,3
1875,FAIBI,2.3641570522,3
1876,FMPFM,1.8018116975,2
1878,FEI,3.4148144803,4
1879,,2.8224466493,3
1880,FACE,1.9677189097,3
1881,FAESC,2.6495828083,3
1883,,2.8538798863,3
1884,,1.8446187335,2
1885,UNDB,3.5978787442,4
1886,FMA,2.067426612,3
1892,ENIAC,2.6467675608,3
1893,,3.4163885643,4
1894,FEPAM,2.64305536,3
1895,UNICHRISTUS,3.6563342864,4
1898,FALS,3.1161117801,4
1900,UniFaesp,2.9133736182,3
1903,FACCREI,2.367279255,3
1904,FASC,2.0569312806,3
1906,IES-MATERDEI,2.8164888463,3
1907,FAEC,2.0442812285,3
1908,FABRA,2.7180941121,3
1909,,2.579185652,3
1910,,2.7806812719,3
1913,UNIFAMINAS,3.0063147102,4
1917,FACIMED,2.2772849666,3
1918,FUCAP,2.5144770038,3
1919,FACET,1.871792154,2
1921,FSB,3.1529265241,4
1923,FAJANSSEN,2.961138171,4
1926,UNIPACAT,3.201634701,4
1927,UNIGUAÇU,3.0544914151,4
1928,,2.5057206469,3
1930,SINGULARIDADES/ISESP,3.2572008191,4
1931,IESF,2.7265803646,3
1932,FAPAS,2.4513907131,3
1933,FABI,1.7746887571,2
1934,FASIP,2.3887148208,3
1936,,2.2882695757,3
1938,,2.179957951,3
1939,INESUL,1.8930581087,2
1940,FANS,3.1034285115,4
1941,FAUC,2.6489549182,3
1944,IBRATEC,1.7996977073,2
1945,,2.304516698,3
1946,FALEG,2.473103844,3
1948,FESP,1.9897988,3
1949,UNIFACP,1.9901685093,3
1950,FAO,2.424897299,3
1952,,3.3719211686,4
1956,IBESA,2.8012670243,3
1957,SENAI DE JOINVILLE,1.6573024091,2
1958,CET BLUMENAU,2.1104407285,3
1961,ITCSAS/CENSA,2.7135457362,3
1962,ISECENSA,3.737670869,4
1964,HOTEC,2.1353886308,3
1965,FAT/AL,2.3283861645,3
1967,FAI,2.2095915258,3
1970,UNES,4.1287647833,5
1972,,2.440382188,3
1973,ISEOL,1.961226156,3
1977,CESA,2.232649256,3
1978, Unifametro,3.5309163059,4
1980,SINERGIA,2.8251239323,3
1984,,2.942390118,3
1986,,2.6455739677,3
1988,UNIAVAN,3.0642544856,4
1995,FAMENE,3.4219833459,4
1996,ICEC,1.8546000447,2
1998,ISEED,1.4141084838,2
2001,SALT,2.564683712,3
2005,FACISAS,2.5335786169,3
2009,FTGA,2.0254713099,3
2012,ISEP,1.7069669622,2
2015,ISTA,3.129881866,4
2021,,2.2001700701,3
2022,FAROL,2.3982055202,3
2023,UNIFG,2.6892463134,3
2027,FAC-CG,2.0998950525,3
2030,ISECAMP,2.4861239124,3
2033,ISEF,1.395027978,2
2035,ULT,2.1453442693,3
2036,ESTÁCIO FAP,2.6734328088,3
2037,FCT,2.666401174,3
2039,FACILUZ,2.07858676,3
2040,FAF,2.5964853162,3
2041,SUDAMÉRICA,1.8837365699,2
2042,,2.5410766169,3
2043,FVS,3.4130562763,4
2045,FAMA,2.513968891,3
2049,IESMA,2.1526100905,3
2056,FAP,2.4991103377,3
2058,UNNESA,2.7396877645,3
2067,FACEMP,2.5453422471,3
2072,IEVAL,2.158286849,3
2075,IESA,,SC
2076,UNIRB,2.750171445,3
2079,FAI,2.0598870333,3
2082,FCM-PB,2.7058564095,3
2084,,3.0819503982,4
2085,UNICEUSA,2.3927532122,3
2086,IESFI,2.0400128088,3
2096,FCM,3.0941188012,4
2098,FAEX,1.8666821392,2
2102,FAU,2.262339474,3
2111,UNINTA,2.8240096675,3
2113,FDB,2.8938023315,3
2117,FACITEC,2.1958814815,3
2122,,2.6299547444,3
2123,UniMAX,2.8003816297,3
2124,CALAFIORI,2.7383542082,3
2126,DIREITO RIO,4.0781756525,5
2128,FGV DIREITO SP,4.3502762969,5
2129,EESP,4.7790634184,5
2131,FAPAN,2.405733564,3
2132,,2.8974987729,3
2133,FACETEN,3.1248925243,4
2134,,2.213678724,3
2135,UNICATÓLICA,3.0132283434,4
2140,FNSL,1.790413496,2
2141,FABAPAR,2.7972730009,3
2145,FPTEC,3.4046999079,4
2146,FAC,2.6219319678,3
2147,FAMETRO,3.079835387,4
2148,FAPAL,2.4390931849,3
2149,FACSUL,2.2132945665,3
2150,FAPI,2.0748925737,3
2154,ISAT,2.559494631,3
2156,FACESTA,1.3786660153,2
2157,ISESA,2.5717383952,3
2158,FSM,2.6768839557,3
2160,IESSA,2.4770430121,3
2163,FEG,3.393293777,4
2165,FAFIG,1.718359178,2
2168,FCG,2.5371048036,3
2171,IBHES,2.1715024955,3
2174,FASC,2.2152905561,3
2175,,2.963972613,4
2177,FIPEN,2.4419144624,3
2180,RATIO,1.856513276,2
2183,CUFSA,2.0990002642,3
2184,,2.80171058,3
2186,FSDB,2.2038446532,3
2189,FACAM-MA,2.3779870641,3
2191,,2.469136943,3
2192,ISEI,3.0212291812,4
2194,,2.2392703616,3
2197,FVB,1.706692567,2
2198,FATO,2.1498610665,3
2200,FAVAG,2.38793704,3
2202,ISEPE Guaratuba,3.555337836,4
2205,-,2.7931620752,3
2220,DOCTUM,3.0101384565,4
2222,FASETE,2.8927713749,3
2229,FVH,2.2957323964,3
2233,FACISABH,2.5962897037,3
2237,FATEBE,2.310077204,3
2240,FAFOR,2.2832951008,3
2241,FACSUM,2.2640838512,3
2242,FAREC,2.4060621923,3
2243,FAP,1.5413439322,2
2244,FACIMA,2.1697655585,3
2245,FACES,2.5074568423,3
2246,FAMEC,2.413440317,3
2247,,1.571257557,2
2248,FASER,1.412609796,2
2257,FAD,1.9430288494,2
2264,PIT GUARAPARI,3.638505808,4
2266,CAMBURY,2.6772973986,3
2270,FAEX,2.5031208449,3
2271,FPI,2.6770859788,3
2275,FASA,2.2927632178,3
2279,UniMetrocamp Wyden,2.5925139183,3
2282,FAC,2.640851134,3
2287,ESTEF,2.402166897,3
2288,FAR,2.583144014,3
2289,UCESP,1.6649705546,2
2297,FADISMA,2.147865679,3
2301,FF,1.746162234,2
2311,FKMG,3.04208346,4
2312,FALURB,2.4227429717,3
2320,ISEAT,2.314741425,3
2323,FAMA,1.3442616988,2
2324,,1.8995868491,2
2328,FITB,2.4965855616,3
2330,FCR,2.118640107,3
2332,FACESPI,2.1638920303,3
2334,,2.3134909385,3
2336,,2.6834293004,3
2341,FALC,2.2734488525,3
2343,FAAO,3.1659175428,4
2346,IFIBE,2.974588581,4
2348,IESF,2.9854675065,4
2350,ESMAC,2.5404398132,3
2351,PIO XII - DIR,2.662357928,3
2355,,1.7446305653,2
2356,FPA,1.832259373,2
2365,UNICATÓLICA,2.9549308984,4
2368,,4.1480561277,5
2369,INESA,2.4805167562,3
2380,ESTÁCIO AMAPÁ,2.5000314654,3
2383,IMED,3.1848676961,4
2384,FAIBRA,1.436297117,2
2389,FFTP,2.6557484383,3
2397,FUCAPE,4.3666311162,5
2399,,2.3625375159,3
2402,FTC CENTRO,2.7651361402,3
2408,ESAMC,2.074505315,3
2409,ASCES-UNITA,2.7731087072,3
2410,FAC,2.2005182947,3
2413,FAESF,2.4409062384,3
2420,FAPAR,2.3503516202,3
2423,FACIT,2.227279976,3
2426,FIBRA,2.9359359197,3
2427,UNICENID,2.341908944,3
2428,FACICA,2.7603185858,3
2431,ESTÁCIO IBIÚNA,1.960696129,3
2437,PIT TEIXEIRA,2.3378703004,3
2440,FCJP,2.3416089094,3
2442,PIO XII - BIO,2.2814946996,3
2443,,3.1799561451,4
2444,,2.0302247827,3
2450,PROMOVE,2.8791074659,3
2456,FACHASUL,1.313167649,2
2459,FEAPA,2.6928549501,3
2460,ESTÁCIO DE NATAL,2.4689072647,3
2462,FSL,3.0139189686,4
2465,IBMEC SP,3.065990685,4
2466,FIED,2.6095266037,3
2468,ITF,3.385795039,4
2469,IMMES,1.5019690962,2
2470,ISEC,2.6540480965,3
2474,FAMAM,3.4670625611,4
2475,FDLM,2.912228854,3
2477,FAMA,1.8528873674,2
2478,FISUL,2.5790051557,3
2484,PFD,3.3096208265,4
2485,FCF,2.8339131803,3
2488,FAE,2.4645163534,3
2491,ISCECAP,1.879955695,2
2494,,2.5245822071,3
2497,,2.9655222567,4
2499,,1.6716243576,2
2501,FESGO,2.6450232817,3
2511,FADIG,2.278762339,3
2513,FPL,2.9969975095,4
2521,ISESPI,1.827179498,2
2532,FASUG,2.3364039927,3
2536,FARES,1.7872592844,2
2537,FSG,4.0789118254,5
2538,FAVENI,3.3342713717,4
2548,FATEFIG,2.1292973342,3
2553,FDP II LEM,3.310244188,4
2554,FEST,2.3158512991,3
2556,UNIFIAM-FAAM,2.7262752758,3
2560,FAESF/UNEF,3.2022503952,4
2564,UFCG,3.3356965792,4
2565,UNIABEU,2.2298332628,3
2566,IESO,,SC
2568,FAZAG,2.2387930362,3
2569,CET-FAESA,2.9991137074,4
2571,FACREDENTOR,3.2879023509,4
2572,FAC,1.4439178589,2
2573,FTSA,3.1206345637,4
2576,FIPAG,2.6741295995,3
2579,UniAtenas,3.2375657064,4
2581,FSS,2.1177320627,3
2582,UCP,3.0907750448,4
2591,EBEF,4.8548883097,5
2593,FJN,2.4277999764,3
2613,,2.75642313,3
2616,FASAP,2.6585630752,3
2617,FSB/RJ,3.0513328959,4
2620,FAMPER,1.8945292603,2
2623,FAT,2.002915631,3
2624,FLP,2.0704754054,3
2625,IBTA,2.6150886973,3
2629,AJES,3.4408842562,4
2632,UNESULBAHIA,2.350308325,3
2636,FADIP,3.0649771954,4
2642,FASVIPA,1.7721398809,2
2647,FISMA,2.5904675437,3
2652,FACULDADE UNIDA,3.6080324823,4
2656,,1.977395429,3
2676,,2.4763323522,3
2677,ISESJT,1.749329399,2
2687,FDA,2.7385413288,3
2688,INESP,1.589102847,2
2702,FCJP,2.68442024,3
2703,FSM,2.8000882933,3
2723,UBEC,3.1125578674,4
2724,IESMA,2.1279918377,3
2726,INEA,0.797657022,1
2741,FACDO,2.3824211393,3
2744,ISE VERA CRUZ,3.044582218,4
2745,ESAMAZ,2.5180854486,3
2753,FCG,2.4479616921,3
2754,FSP,2.7162046618,3
2755,FAVIM,2.739459131,3
2756,,2.4854252254,3
2761,UESSBA,2.339311297,3
2763,CESG,3.0140070137,4
2766,FAEM,2.2775019002,3
2770,FACUNICAMPS,3.4990000017,4
2771,CESUPI,2.1023780151,3
2773,,2.6438659604,3
2774,FAFIBE,3.088263404,4
2775,FAUSB,2.0140251243,3
2779,FIOURO,1.7689520402,2
2783,FATENE,2.3471875195,3
2787,FPP,2.9512533777,4
2791,,1.8571597469,2
2793,FACULDADE UBS,2.58563285,3
2794,FAIESP,2.0475884108,3
2796,FAI,2.5322081912,3
2799,FANEESP,2.859877173,3
2805,FACIMOD,2.6611407982,3
2808,ITECNE,1.250931081,2
2811,FAPCOM,3.5620006183,4
2814,,2.702060873,3
2821,,2.991681512,4
2826,FACULDADE FÁTIMA,2.359443795,3
2827,FAEPI,2.5268962894,3
2831,DOM BOSCO GOIOERÊ,1.4673969186,2
2832,ISEPRO,2.130379541,3
2835,UNINASSAU,2.816676617,3
2836,SULDAMÉRICA,2.8691455624,3
2841,FP,1.870877205,2
2843,FCMS/JF,3.5310622193,4
2844,FSDB,1.9970544765,3
2845,FARR,2.1256122882,3
2849,ESDHC,3.2319621014,4
2855,UNIFIN,2.1154801445,3
2859,FABEL,1.855751895,2
2870,FASEC,2.274628792,3
2879,,2.5037036953,3
2886,FAZP,1.1599843558,2
2891,AES,2.5821718259,3
2896,FASATC,2.5341902361,3
2903,FACC,1.9218130929,2
2904,ESAMC BRASÍLIA,1.7328516105,2
2908,FANEC,2.3741005077,3
2909,FACEM,1.776066615,2
2910,FAVENORTE,2.1442288333,3
2911,FAPAN,2.1275778648,3
2915,FPM,2.143763447,3
2917,FABRAN,1.8658060449,2
2918,FESAR,2.3128688997,3
2927,FDR,,SC
2935,FACTHUS,2.4414043652,3
2944,,2.0831132905,3
2949,FAP,2.4540054207,3
2950,FADERGS,2.9755495988,4
2961,FAPAN,3.0477092571,4
2964,,3.0549864807,4
2969,OCIDEMNTE,2.251007871,3
2971,FB,2.5543107733,3
2973,,2.4494298798,3
2974,,2.2336076174,3
3004,IESC,1.3273558277,2
3008,FACULDADE INPG - SJC,1.8954370062,2
3012,FAJOPA,2.9314871157,3
3020,IFASC,2.1843237923,3
3027,,1.805989817,2
3029,FAAM,1.9411580907,2
3034,FACDELTA,2.7962251476,3
3042,CHRISFAPI,2.8411707458,3
3051,FAETEL,2.78520703,3
3099,FPB,2.5485709586,3
3146,FOR,2.6813790774,3
3149,FPD,2.6243591409,3
3151,UNOCHAPECÓ,2.8849711416,3
3155,FATEC,2.687188409,3
3157,ISEAR,2.30913633,3
3159,SENAI -SC - CTAI,2.7046509613,3
3160,IFAL,2.4031530134,3
3161,IF Sertão,2.4922944482,3
3162,IFSC,3.3462083602,4
3163,IFRJ,3.1141089998,4
3164,IFMT,2.4305368576,3
3165,IFTM,2.695885804,3
3170,,2.6404732487,3
3171,,2.5484953951,3
3172,UEA,2.8550051036,3
3180,,2.845926815,3
3182,,2.099550743,3
3183,IFS,2.8495064873,3
3184,IFRR,2.2458887443,3
3186,FAEV,1.462550721,2
3188,IFNMG,2.7326571961,3
3189,IFMG,2.8508436086,3
3193,CESCAGE,2.2144101838,3
3194,FAMINAS-BH,2.7595256754,3
3204,FQM,2.1222934038,3
3205,FAVIÇOSA,3.1165704494,4
3223,ESCS,2.8084950374,3
3230,FILEM,2.195086625,3
3232,FI,1.8947363529,2
3252,FAQUI,2.2573439846,3
3268,FMT,2.2886844435,3
3270,FSBB,2.7900586608,3
3279,IFSEMG,2.8355685876,3
3285,FSA,1.8283163018,2
3294,ENIAC,2.5669530818,3
3295,SENAC FLORIANÓPOLIS,2.5229317375,3
3299,FATI,2.683568778,3
3302,ISEJ,1.55613848,2
3303,INVEST,2.1868978776,3
3304,UNIFIP,2.4756375021,3
3306,FATIPUC,2.232506792,3
3307,CBTA,,SC
3308,FTT,2.9163140009,3
3319,Catalana,2.530067086,3
3323,IESCAMP,2.5430126566,3
3332,FATEC,3.0507479663,4
3333,,3.2120780097,4
3336,UERGS,3.2567472482,4
3337,FACULDADE CET,2.068388967,3
3339,IDEAU,2.9178659121,3
3363,FAG,2.3223511003,3
3365,FASJ,2.8943433828,3
3367,ISEOL,2.097632073,3
3368,UNIS-MG,3.1678227403,4
3371,UNIPAM,3.1497560954,4
3372,UNILAVRAS,2.9551640336,4
3375,IESM,2.5755616803,3
3376,FATIN,2.043354275,3
3377,FAMA,2.5295065589,3
3388,FAP,3.0809071172,4
3389,SER,2.564886839,3
3393,FACDOMBOSCO,1.9706118139,3
3396,FACELS,2.2976770689,3
3397,FBNCTSB,2.7449946777,3
3411,,1.8469275525,2
3427,DP II Sergipe,2.443417452,3
3428,,2.539057147,3
3430,FAESSA,3.2673863724,4
3431,FAS,2.040613498,3
3432,FG,1.8786909059,2
3434,FASI,2.9481335392,4
3436,FARA,2.5933437318,3
3437,,3.2346021362,4
3443,CESUCA,3.8695549251,4
3448,,2.4737801851,3
3456,POLICAMP,2.4552938516,3
3488,CES-CL,2.168547753,3
3495,HORUS,2.4775314663,3
3509,FAVI,3.197002162,4
3513,FAPREV,1.7366795957,2
3514,FACE - ALFOR,1.6846881001,2
3515,FAINTVISA,2.9682362076,4
3516,FAC - SAUDE ARTHE,1.4625221515,2
3518,SOCIESC,3.2076250935,4
3522,FACAPA,3.2538583075,4
3523,,3.7506697637,4
3525,FAECAD,2.28693505,3
3529,UNIVEM,3.0115772223,4
3533,FACERES,3.3792480916,4
3536,FATEV,2.468778269,3
3541,FAT,3.0400880629,4
3543,FACULDADE IENH,3.3113968103,4
3573,FTBB,2.305707464,3
3584,ISED,1.876192812,2
3585,FACRUZ,1.660737207,2
3587,FADISI,2.8374712118,3
3588,,2.3843841383,3
3590,FESVIP,2.2222386799,3
3602,UNIBRASIL,3.0871982663,4
3603,,2.3653628535,3
3607,ESUP,1.5217209353,2
3609,FACIIP,1.440200427,2
3610,Unicesp,3.5149141435,4
3612,,1.7340085092,2
3613,IESGO,2.7056734882,3
3614,,4.7890596363,5
3615,FPS,2.8680123526,3
3617,FACESF,2.223812194,3
3618,FMS,2.1800177511,3
3625,FACESA,1.505885991,2
3631,FADIC,2.6741428263,3
3641,UNIFEB,2.881942852,3
3644,FCST,2.1250119974,3
3648,,2.5215544521,3
3649,FCV,2.8882389337,3
3657,,2.2766147715,3
3663,FE,2.1169736,3
3669,FARRP,2.2153811068,3
3675,SINAL,1.245065075,2
3680,FACPED Fortaleza,3.010495856,4
3682,ISEMI,2.702259969,3
3684,FESC,2.82492541,3
3688,,2.6166769826,3
3690,FAPE2,2.3286157074,3
3692,FATEC CAMPINAS,1.5953957051,2
3710,ESNS,3.376163788,4
3716,FCV,2.4217019618,3
3724,FSJ,2.4918717452,3
3741,,2.2278039541,3
3743,,2.1061320042,3
3746,FAPPES,2.6377221519,3
3753,DOMPEDRO,1.1109380039,2
3754,FADMINAS,2.3650319623,3
3756,,2.0397824057,3
3757,FASEM,2.4284766726,3
3758,,3.6295690464,4
3768,,2.0868371354,3
3769,FAMAT,1.5440860546,2
3770,FTBSP,3.188523755,4
3776,IESMT,1.4551893676,2
3777,FAC,2.2532750747,3
3778,FACAR,2.1043420555,3
3779,ESTÁCIO SANTO ANDRÉ,2.4541287508,3
3782,FACI,1.697056632,2
3783,FAPEN,2.2595832684,3
3784,IESRN,1.8009718485,2
3785,IMEC,1.7329195128,2
3786,FACEMG,2.7115580996,3
3788,FJF,2.740926089,3
3789,,3.0335494537,4
3793,FAF,2.2823452911,3
3797,FAG,2.9895480927,4
3804,SENAC/RS,2.9512303793,4
3805,FATECPB,2.5887460206,3
3815,,1.7672794114,2
3817,,2.714117348,3
3823,,2.804371628,3
3826,,1.411072154,2
3838,,2.2304999604,3
3839,IPEMED,2.6482596297,3
3840,UNIFACVEST,3.6074187411,4
3847,,2.421762851,3
3849,UFT,3.0178900854,4
3853,,2.6402205419,3
3854,IDEAL,2.4546804372,3
3862,FLF,2.8968069413,3
3864,FARAL,2.5121552885,3
3866,FABEC BRASIL,1.9412931506,2
3867,MAUADF,3.0634309105,4
3869,IFES,2.450771417,3
3875,UNIFEG,2.2567922781,3
3876,,2.6060380032,3
3877,FBC,3.153303314,4
3879,UNINASSAU CPV,2.766203538,3
3881,FIS,2.3226274325,3
3921,,3.1311757388,4
3930,IESRSA,2.9509797414,4
3933,FAMESP,2.4547553341,3
3936,,2.3104292281,3
3937,,2.3728242602,3
3939,,1.0965475026,2
3940,FAESB,2.5208532423,3
3946,,2.4132604491,3
3947,SENAC,1.843472696,2
3948,SENAC,2.1203999641,3
3954,FACIJUGO,2.361593724,3
3955,FIC,3.1143068719,4
3962,SENAI CIMATEC,3.3468179775,4
3966,UNEC,2.5866702822,3
3972,CESEP,2.2651078434,3
3974,FESURV,2.4660990033,3
3977,META,3.1615421225,4
3978,FATEP,1.722807511,2
3979,-,2.7487914055,3
3980,,1.3557408425,2
3983,UNIFORMG,2.2961505241,3
3984,UNIVASF,3.3246831379,4
3985,SENACSP,2.7856103228,3
3986,FAINSEP,2.2940633556,3
3987,FUG,2.8956166872,3
3990,,1.241926023,2
3992,-,1.874566785,2
3996,SENACPE,1.9877908759,3
3998,INFNET,2.8529714647,3
4000,FAIP,2.855473398,3
4006,FATEC SENAC PELOTAS,2.9279923394,3
4007,FATECE,2.3827442365,3
4009,FATEC ESTÁC CURITIBA,2.8941856636,3
4010,IPA,2.7548961754,3
4013,,3.0843516901,4
4016,INES,2.711331878,3
4017,UNIANCHIETA,2.4911697077,3
4020,FATEC BT,2.7127563191,3
4021,FATECGA,2.1585474525,3
4022,FATEC/JD,2.604664769,3
4023,FATEC MAUÁ,2.388029027,3
4024,FATEC,2.6426095188,3
4025,FATECRP,2.7165338384,3
4026,FATEC-ZL,2.7458812125,3
4028,FIT,1.9122422334,2
4029,FAP,2.5252275285,3
4030,UNIFLU,1.9517342213,3
4037,,2.5424308157,3
4042,JK BSB RE,1.6213338705,2
4043,FATEC EDUVALE,2.449825872,3
4045,UNISOCIESC,2.9539725832,4
4059,,1.5708538077,2
4064,FAMA,2.2231625979,3
4066,FABERJ,1.951888164,3
4068,ICESP,3.3709413721,4
4077,FAQI,2.3936625318,3
4079,FAT- INAP,0.9775013678,2
4086,FATEJ,2.212142693,3
4090,FARO,1.9807206876,3
4093,FATEC-PR,3.1656221201,4
4094,ESTÁCIO PARAÍBA,2.1968378574,3
4095,FATECDF,,SC
4096,FTEC Porto Alegre,2.1836731176,3
4097,FTEC Bento Gonçalves,2.9483447218,4
4098,IFFarroupilha,3.1326541199,4
4101,FATESG,2.4361470905,3
4104,ESEG,2.9145567869,3
4107,FATEC SENAI,2.4900536288,3
4108,ICESPI,2.7650764539,3
4113,FACER,2.8607500037,3
4118,UNINABUCO PAULISTA,2.5117962609,3
4121,,2.8349385049,3
4123,FAJA,1.612109276,2
4126,FACESA,2.848969916,3
4135,,2.3849733344,3
4138,,2.2145067439,3
4141,,2.6951057401,3
4150,FATEP,2.3387839904,3
4153,UNINABUCO RECIFE,2.7737796178,3
4157,FAMESUL,2.3895483123,3
4162,FacSenacGO,2.2723743759,3
4163,UNIBAVE,2.4242482396,3
4166,CESUBE,2.7237007979,3
4169,ESTÁCIO CARAPICUÍBA,2.118810868,3
4173,FACJK,1.284995128,2
4179,FNB,1.6435553084,2
4185,FPBE,2.3920021195,3
4197,,2.7844234531,3
4198,FAMP,2.4399731838,3
4199,,2.420332319,3
4201,Faculdade Unifuturo,2.041833467,3
4211,ESAMC,1.419786141,2
4218,FPL,2.2872102757,3
4219,ISEFOR,1.7508946884,2
4251,PIT-FATEC,2.4872257408,3
4255,UNESC,2.8480187668,3
4256,,3.1131823954,4
4257,IFITEG,2.5148392084,3
4259,FACMAIS,2.9239831437,3
4261,FATEPA,2.5032138185,3
4277,ESTÁCIO AMAZONAS,2.4879204047,3
4289,FAVED,1.7302900707,2
4293,,1.6562015038,2
4294,,2.681668398,3
4329,FACEM-BH,2.0033131661,3
4330,,2.6217680755,3
4356,FACIP,1.363636925,2
4358,IF SUL DE MINAS,3.2915314944,4
4362,PITÁGORAS-BETIM,2.4835109571,3
4367,FATENE,2.57660353,3
4396,UNIFIMES,2.5058493664,3
4399,UNIBALSAS,4.011955265,5
4411,,2.4680094672,3
4416,,1.6692901073,2
4420,FIBAM,2.6488198629,3
4421,FATEC SENAI BH,1.102825409,2
4428,FEMASS,2.9396456264,3
4429,,3.1809305587,4
4431,FACENE/RN,2.2208946673,3
4435,FASP,1.943665816,2
4450,UNIFAMAZ,3.3394999584,4
4452,,2.4874976143,3
4460,FAB,2.5087412323,3
4492,FPD,2.0137379386,3
4495,,2.3536101889,3
4496,FATEC-IVAI,2.3786756866,3
4502,FIC,2.3868094291,3
4503,UFRB,2.93390235,3
4504,UFGD,3.3777048878,4
4518,FAP,2.249967277,3
4522,UNISALESIANO,3.346757273,4
4530,FITS,2.7719215416,3
4531,FADBA,2.3897731742,3
4532,,2.2770269728,3
4533,FASP,2.1027875715,3
4534,FATEC,2.2685959858,3
4566,ESTÁCIO FATERN,2.4836848231,3
4567,,2.1052642964,3
